Student_ID,Gender,Age,Degree,CGPA,Internships_Count,Projects_Count,Certifications_Count,Technical_Skills_Score_100,Communication_Skills_Score_100,Aptitude_Test_Score_100,Placement_Offer,Salary_Offered_USD
303,Female,21,Arts,2.12,0.0,3.0,1,53.0,78.0,99,No,13044.16
304,Female,25,Arts,2.59,2.0,3.0,0,43.0,64.0,54,Yes,17434.9
305,Female,20,Business,3.69,4.0,4.0,4,89.0,47.0,99,Yes,13046.97
306,Male,21,Arts,3.68,,1.0,4,51.0,41.0,79,Yes,
307,Female,26,Data Science,3.26,,9.0,4,57.0,41.0,89,No,16050.61
308,Female,28,Data Science,2.6,,2.0,1,,,99,Yes,17630.85
309,Female,18,Arts,2.97,1.0,,3,49.0,57.0,66,No,16250.95
309,Female,18,Arts,2.97,1.0,,3,49.0,57.0,66,No,16250.95
310,Female,21,Engineering,3.86,,2.0,5,51.0,98.0,73,Yes,10627.29
310,Female,21,Engineering,3.86,,2.0,5,51.0,98.0,73,Yes,10627.29
311,Female,21,Data Science,2.16,,8.0,2,83.0,94.0,83,Yes,14313.26
312,Female,27,Engineering,2.51,4.0,,3,41.0,91.0,87,No,
313,Male,26,Computer Science,2.11,1.0,6.0,1,75.0,70.0,72,Yes,7946.94
314,Male,29,Business,2.3,0.0,8.0,3,,80.0,84,Yes,5161.29
315,Female,29,Arts,2.32,,5.0,1,83.0,81.0,88,Yes,19300.62
316,Male,24,Data Science,2.67,2.0,,0,,95.0,41,Yes,18901.46
317,Male,21,Engineering,3.41,3.0,9.0,4,99.0,43.0,43,Yes,14599.95
318,Female,25,Arts,2.58,0.0,5.0,2,56.0,81.0,80,No,
319,Male,23,Computer Science,3.15,2.0,7.0,3,,50.0,82,Yes,19378.52
320,Female,26,Computer Science,3.33,0.0,8.0,5,76.0,80.0,55,No,16222.2
321,Female,29,Data Science,3.15,0.0,,3,96.0,52.0,74,Yes,10426.97
322,Female,22,Arts,2.06,4.0,8.0,3,51.0,,66,No,17853.06
323,Female,29,Arts,2.76,0.0,8.0,4,72.0,64.0,50,Yes,17186.68
324,Female,28,Arts,2.21,4.0,1.0,2,71.0,,58,Yes,12257.41
325,Female,26,Computer Science,2.46,3.0,7.0,3,55.0,,56,Yes,8972.11
326,Male,23,Computer Science,3.34,0.0,6.0,5,,41.0,86,Yes,9163.55
327,Female,19,Business,3.21,,9.0,0,65.0,53.0,58,Yes,12367.01
328,Female,25,Computer Science,2.48,1.0,8.0,2,,44.0,50,Yes,17833.3
329,Female,20,Computer Science,2.56,0.0,,5,70.0,,58,Yes,10203.55
330,Male,25,Business,2.37,0.0,2.0,0,76.0,50.0,95,Yes,4842.45
331,Male,26,Arts,2.81,2.0,,3,49.0,,89,Yes,8528.59
332,Male,19,Computer Science,2.29,1.0,7.0,0,,54.0,51,No,3173.08
333,Female,29,Business,3.69,,9.0,3,,83.0,72,Yes,17924.85
334,Female,29,Arts,2.37,1.0,3.0,4,,,81,No,
335,Male,25,Engineering,2.27,1.0,7.0,2,78.0,70.0,72,Yes,19297.84
336,Female,19,Business,2.47,,1.0,4,94.0,94.0,56,Yes,9443.42
337,Male,26,Business,2.73,,3.0,1,75.0,71.0,61,No,12056.65
338,Male,19,Arts,3.63,2.0,2.0,4,63.0,,85,No,
339,Female,27,Data Science,3.83,3.0,6.0,1,46.0,,73,Yes,3689.25
340,Male,20,Engineering,3.11,0.0,9.0,5,,71.0,51,No,
341,Female,29,Computer Science,3.59,4.0,3.0,1,59.0,62.0,87,Yes,9819.29
342,Female,21,Data Science,3.39,1.0,8.0,0,83.0,97.0,99,Yes,3650.57
343,Male,22,Arts,2.11,0.0,9.0,5,,90.0,71,Yes,14909.09
344,Male,20,Arts,3.47,2.0,8.0,5,44.0,60.0,44,Yes,15904.27
345,Male,29,Arts,3.73,3.0,9.0,4,92.0,40.0,54,Yes,13108.46
346,Male,28,Data Science,3.27,4.0,,5,,83.0,87,Yes,10240.59
347,Female,18,Arts,2.32,0.0,3.0,2,55.0,71.0,44,No,
348,Female,28,Engineering,3.98,0.0,9.0,1,88.0,93.0,47,No,6297.37
349,Female,29,Data Science,3.62,0.0,1.0,2,59.0,74.0,82,No,14406.25
350,Female,25,Engineering,2.84,0.0,4.0,0,,79.0,83,Yes,11265.38
350,Female,25,Engineering,2.84,0.0,4.0,0,,79.0,83,Yes,11265.38
351,Female,23,Engineering,3.57,1.0,1.0,3,83.0,72.0,98,Yes,14081.64
351,Female,23,Engineering,3.57,1.0,1.0,3,83.0,72.0,98,Yes,14081.64
352,Male,27,Arts,3.06,0.0,2.0,1,43.0,68.0,40,No,18606.52
353,Female,26,Engineering,3.48,1.0,4.0,5,,92.0,82,Yes,
354,Male,23,Data Science,3.49,4.0,8.0,3,48.0,,51,Yes,4107.41
355,Female,18,Arts,3.51,4.0,6.0,0,88.0,70.0,56,Yes,14353.63
356,Female,29,Computer Science,2.05,,,4,94.0,,97,No,
357,Female,23,Business,2.02,1.0,4.0,2,58.0,61.0,84,Yes,
358,Male,28,Computer Science,3.97,,6.0,1,74.0,92.0,40,Yes,7490.06
359,Male,23,Data Science,3.48,1.0,1.0,5,98.0,64.0,54,No,12183.67
360,Female,19,Arts,3.65,4.0,5.0,5,83.0,,41,No,13284.13
361,Male,21,Data Science,2.26,,,1,47.0,60.0,61,No,6682.34
362,Male,26,Arts,2.64,3.0,,4,67.0,,66,Yes,5284.59
363,Female,18,Business,3.98,4.0,9.0,3,63.0,48.0,57,No,16699.62
364,Male,26,Engineering,2.07,2.0,2.0,3,,59.0,79,Yes,14771.45
365,Male,18,Engineering,3.39,0.0,2.0,2,59.0,44.0,90,Yes,
366,Male,18,Engineering,2.33,0.0,8.0,2,66.0,,58,No,5927.12
367,Male,28,Business,2.75,4.0,6.0,3,60.0,67.0,88,Yes,15847.05
368,Male,27,Data Science,3.85,1.0,8.0,0,64.0,84.0,63,Yes,13993.18
369,Female,20,Computer Science,2.98,0.0,1.0,1,78.0,93.0,46,Yes,12885.79
370,Female,23,Computer Science,3.51,,3.0,1,51.0,52.0,60,No,
371,Male,19,Computer Science,2.14,3.0,,4,96.0,47.0,86,Yes,5793.04
372,Female,20,Business,2.75,2.0,7.0,4,80.0,79.0,70,Yes,
373,Male,21,Data Science,2.03,,5.0,0,66.0,84.0,67,Yes,17079.16
374,Male,18,Data Science,3.76,3.0,9.0,1,49.0,,94,Yes,6753.95
375,Male,24,Data Science,3.48,4.0,2.0,4,40.0,98.0,50,Yes,
376,Female,25,Computer Science,2.26,0.0,1.0,4,91.0,,74,Yes,5593.92
377,Female,21,Computer Science,2.88,4.0,3.0,0,86.0,55.0,90,No,14346.16
378,Male,27,Computer Science,2.24,4.0,,1,57.0,,85,No,9981.8
379,Female,25,Computer Science,3.16,,8.0,0,,62.0,58,Yes,
380,Male,27,Business,3.8,3.0,8.0,1,91.0,50.0,66,Yes,3754.06
381,Female,22,Computer Science,3.94,2.0,2.0,1,58.0,45.0,88,Yes,9048.83
382,Male,26,Data Science,2.94,1.0,6.0,4,84.0,69.0,50,No,6239.91
383,Female,18,Data Science,3.66,2.0,5.0,5,55.0,44.0,83,Yes,4987.98
384,Female,27,Data Science,3.54,4.0,2.0,4,81.0,50.0,65,No,3497.44
385,Male,25,Arts,2.02,,,2,45.0,93.0,54,No,3685.82
386,Male,18,Data Science,2.34,,4.0,0,43.0,44.0,50,Yes,14945.74
387,Male,18,Business,2.45,0.0,6.0,3,77.0,87.0,59,Yes,11456.02
388,Female,29,Business,2.18,1.0,9.0,3,41.0,87.0,52,No,
389,Male,20,Computer Science,2.57,,,2,52.0,,69,No,4487.87
390,Female,22,Data Science,2.68,,3.0,0,43.0,71.0,55,Yes,5953.95
391,Female,27,Data Science,2.85,,9.0,5,52.0,88.0,83,No,7603.27
392,Male,28,Data Science,3.83,0.0,6.0,1,80.0,46.0,44,Yes,11271.81
392,Male,28,Data Science,3.83,0.0,6.0,1,80.0,46.0,44,Yes,11271.81
393,Male,29,Business,3.03,1.0,8.0,4,,52.0,57,Yes,18923.74
394,Female,19,Business,2.27,0.0,8.0,0,55.0,57.0,61,Yes,8772.98
395,Male,27,Data Science,2.98,2.0,3.0,4,56.0,49.0,74,No,9065.66
396,Male,29,Computer Science,3.03,,3.0,1,86.0,62.0,55,Yes,15131.78
397,Female,23,Computer Science,2.62,2.0,9.0,4,67.0,,72,Yes,11250.38
398,Female,26,Business,3.19,,3.0,3,86.0,82.0,92,No,7802.32
399,Male,23,Arts,2.61,3.0,,0,73.0,,93,Yes,5653.91
400,Male,24,Data Science,2.56,3.0,7.0,4,61.0,43.0,97,Yes,3657.52
401,Female,26,Business,3.75,3.0,9.0,2,65.0,61.0,61,Yes,6760.82
402,Female,28,Data Science,2.81,2.0,3.0,0,,94.0,97,Yes,18678.99
402,Female,28,Data Science,2.81,2.0,3.0,0,,94.0,97,Yes,18678.99
403,Male,22,Business,3.02,4.0,1.0,3,97.0,46.0,59,Yes,19895.36
403,Male,22,Business,3.02,4.0,1.0,3,97.0,46.0,59,Yes,19895.36
404,Female,26,Business,3.23,3.0,2.0,3,74.0,91.0,80,Yes,16671.18
404,Female,26,Business,3.23,3.0,2.0,3,74.0,91.0,80,Yes,16671.18
405,Male,22,Engineering,3.24,4.0,4.0,3,88.0,84.0,49,No,10848.79
406,Female,19,Arts,3.23,3.0,7.0,0,63.0,47.0,97,Yes,
407,Female,21,Business,3.53,2.0,,5,85.0,,44,No,16996.91
408,Female,20,Engineering,2.57,2.0,4.0,4,59.0,78.0,54,Yes,
409,Male,25,Business,3.59,1.0,2.0,5,83.0,90.0,65,Yes,6018.69
410,Female,18,Engineering,3.08,2.0,7.0,4,54.0,99.0,91,No,5762.24
411,Female,24,Engineering,3.78,2.0,7.0,2,51.0,70.0,62,Yes,12758.28
412,Female,20,Arts,3.87,1.0,7.0,5,71.0,56.0,90,Yes,4061.44
413,Female,25,Data Science,2.14,3.0,6.0,1,,,76,Yes,
414,Female,21,Data Science,2.84,2.0,5.0,5,93.0,87.0,47,Yes,10592.88
415,Male,24,Engineering,3.76,2.0,3.0,2,45.0,,48,Yes,
415,Male,24,Engineering,3.76,2.0,3.0,2,45.0,,48,Yes,
416,Male,22,Business,2.92,4.0,,0,,47.0,54,Yes,11804.64
417,Female,20,Arts,3.82,0.0,7.0,5,95.0,67.0,60,Yes,7228.62
418,Female,24,Arts,2.03,2.0,2.0,2,58.0,,94,No,13490.6
419,Female,27,Arts,3.1,,5.0,4,52.0,99.0,67,Yes,
420,Female,27,Business,2.58,3.0,2.0,5,,74.0,94,Yes,10187.63
421,Female,22,Data Science,2.44,1.0,,4,82.0,86.0,41,Yes,
422,Female,29,Arts,2.87,3.0,7.0,0,62.0,57.0,81,No,
423,Female,25,Data Science,3.99,,2.0,4,94.0,,45,No,5878.76
424,Female,18,Data Science,2.54,2.0,1.0,1,97.0,,76,No,6641.61
425,Female,21,Business,3.73,3.0,,5,60.0,72.0,96,No,12259.54
426,Female,29,Computer Science,2.45,,5.0,3,,82.0,85,Yes,
427,Female,21,Data Science,3.47,0.0,7.0,2,45.0,44.0,46,No,10552.26
428,Female,19,Arts,2.62,3.0,4.0,0,64.0,70.0,57,Yes,
429,Female,20,Business,2.11,4.0,2.0,2,57.0,63.0,78,No,15900.67
430,Male,19,Business,3.77,2.0,,3,98.0,67.0,91,No,16573.25
431,Male,21,Business,3.05,2.0,2.0,5,88.0,45.0,42,No,14009.2
431,Male,21,Business,3.05,2.0,2.0,5,88.0,45.0,42,No,14009.2
432,Female,28,Arts,3.9,,,0,73.0,59.0,58,No,16291.01
432,Female,28,Arts,3.9,,,0,73.0,59.0,58,No,16291.01
433,Female,18,Engineering,3.42,4.0,,4,,64.0,88,Yes,13286.54
434,Female,22,Business,2.42,0.0,4.0,3,84.0,86.0,94,Yes,
435,Male,25,Data Science,3.33,2.0,4.0,4,96.0,92.0,70,No,8818.16
436,Male,29,Business,3.49,,,4,62.0,70.0,48,Yes,17216.35
437,Female,22,Engineering,3.75,0.0,9.0,2,95.0,,62,Yes,14014.67
438,Male,28,Data Science,3.54,3.0,,1,40.0,78.0,56,Yes,
439,Male,22,Data Science,3.35,1.0,9.0,5,70.0,44.0,53,No,
440,Male,25,Data Science,2.45,1.0,9.0,3,40.0,56.0,69,Yes,3392.81
441,Male,24,Business,2.09,3.0,,4,46.0,85.0,87,No,
442,Female,21,Business,2.47,,8.0,4,,41.0,43,Yes,6898.44
443,Male,21,Data Science,2.62,,5.0,0,76.0,78.0,58,Yes,
444,Male,27,Engineering,2.96,1.0,,4,,,58,No,14295.59
445,Male,24,Computer Science,2.86,3.0,6.0,1,69.0,46.0,70,No,
446,Male,25,Data Science,2.61,,8.0,3,74.0,,78,Yes,12350.27
446,Male,25,Data Science,2.61,,8.0,3,74.0,,78,Yes,12350.27
447,Female,22,Engineering,3.31,3.0,,4,,83.0,58,No,6973.37
448,Male,27,Engineering,2.46,,5.0,0,44.0,90.0,96,No,15565.36
449,Female,19,Engineering,3.66,0.0,5.0,5,,64.0,98,Yes,18277.75
450,Male,25,Data Science,3.73,0.0,,5,89.0,58.0,54,Yes,15491.59
451,Female,22,Data Science,3.68,0.0,,0,,45.0,56,Yes,16743.46
452,Male,28,Computer Science,2.2,4.0,,2,40.0,63.0,84,Yes,18898.65
452,Male,28,Computer Science,2.2,4.0,,2,40.0,63.0,84,Yes,18898.65
453,Male,28,Engineering,3.59,2.0,9.0,3,49.0,56.0,55,Yes,
454,Male,18,Business,3.53,3.0,,4,50.0,79.0,85,Yes,18345.03
455,Male,19,Arts,3.06,3.0,7.0,5,84.0,,96,Yes,
456,Female,20,Arts,3.28,2.0,,4,77.0,72.0,76,No,8949.18
457,Female,29,Engineering,3.72,3.0,,3,78.0,46.0,53,Yes,8561.57
458,Male,21,Arts,2.1,,,5,,,43,Yes,6535.76
459,Female,27,Arts,2.78,3.0,2.0,1,71.0,56.0,57,Yes,
460,Male,29,Data Science,2.52,1.0,7.0,3,,50.0,56,Yes,18040.45
461,Female,18,Data Science,2.76,2.0,5.0,5,59.0,47.0,71,Yes,4424.87
462,Male,29,Computer Science,2.11,,2.0,2,43.0,96.0,45,Yes,12843.06
463,Female,24,Engineering,3.37,1.0,,2,53.0,53.0,92,Yes,14881.34
464,Female,26,Arts,3.88,3.0,4.0,2,97.0,74.0,44,No,16858.74
465,Female,29,Data Science,2.62,3.0,2.0,2,81.0,59.0,79,Yes,12475.89
466,Male,29,Arts,3.81,1.0,1.0,4,67.0,73.0,44,No,
467,Female,20,Arts,2.33,3.0,4.0,2,46.0,91.0,60,No,11898.3
468,Male,22,Business,2.29,4.0,,0,72.0,,51,Yes,6263.11
469,Male,19,Engineering,3.09,4.0,1.0,3,,57.0,66,Yes,4160.29
470,Male,27,Data Science,2.56,2.0,,4,99.0,73.0,72,Yes,7350.83
471,Male,24,Data Science,3.11,0.0,6.0,2,,67.0,55,No,16832.99
472,Female,18,Business,2.81,4.0,1.0,4,,58.0,66,Yes,5062.67
473,Female,29,Data Science,3.8,1.0,3.0,0,43.0,62.0,49,No,
474,Female,21,Business,2.27,3.0,9.0,4,88.0,45.0,95,No,6774.72
474,Female,21,Business,2.27,3.0,9.0,4,88.0,45.0,95,No,6774.72
475,Male,23,Engineering,2.78,0.0,7.0,3,67.0,,54,No,7925.31
476,Male,29,Computer Science,3.55,1.0,3.0,3,84.0,70.0,47,Yes,
477,Male,20,Arts,2.31,0.0,5.0,0,66.0,46.0,46,Yes,17161.06
478,Female,27,Computer Science,3.09,0.0,9.0,1,,47.0,66,Yes,13611.74
479,Female,24,Business,3.46,0.0,9.0,2,,44.0,62,Yes,15758.12
480,Female,25,Arts,3.05,4.0,3.0,5,,73.0,62,Yes,18139.59
481,Male,29,Arts,3.81,3.0,5.0,5,89.0,,48,Yes,
482,Male,27,Engineering,2.89,0.0,6.0,1,94.0,,60,No,
483,Male,23,Arts,2.5,0.0,1.0,0,98.0,69.0,63,Yes,12323.3
484,Male,25,Arts,2.62,2.0,7.0,5,,85.0,57,Yes,10704.07
485,Female,23,Business,3.61,3.0,9.0,0,,99.0,57,No,16975.31
485,Female,23,Business,3.61,3.0,9.0,0,,99.0,57,No,16975.31
486,Male,22,Business,3.67,,,4,62.0,49.0,88,Yes,7249.4
487,Female,22,Business,3.44,3.0,6.0,4,,,95,Yes,13345.01
488,Female,25,Arts,2.27,4.0,8.0,1,60.0,53.0,45,Yes,
489,Male,26,Engineering,2.99,,,4,56.0,49.0,59,No,
490,Female,18,Business,3.54,3.0,1.0,3,98.0,96.0,82,Yes,10989.61
491,Male,28,Arts,2.2,,5.0,1,,94.0,78,No,6510.68
492,Male,20,Business,2.95,3.0,8.0,4,40.0,50.0,47,Yes,14431.97
493,Female,20,Engineering,3.76,1.0,5.0,3,41.0,,81,Yes,9258.06
494,Male,18,Arts,2.25,,7.0,2,72.0,42.0,45,Yes,
495,Male,25,Business,2.99,,6.0,1,94.0,85.0,45,Yes,17767.78
496,Male,29,Engineering,2.33,2.0,2.0,5,,,46,No,
497,Female,19,Business,3.72,4.0,6.0,3,,84.0,50,Yes,12793.86
498,Male,19,Computer Science,2.34,2.0,3.0,1,59.0,,87,Yes,
499,Male,18,Arts,2.13,4.0,1.0,1,46.0,92.0,92,Yes,10552.2
500,Male,20,Data Science,2.4,0.0,2.0,3,85.0,52.0,65,Yes,7023.75
500,Male,20,Data Science,2.4,0.0,2.0,3,85.0,52.0,65,Yes,7023.75
501,Male,28,Arts,3.07,4.0,8.0,0,90.0,83.0,59,No,16942.83
502,Male,25,Computer Science,3.76,3.0,7.0,2,99.0,76.0,63,Yes,
503,Female,23,Data Science,2.21,3.0,4.0,0,69.0,44.0,47,Yes,
504,Female,27,Data Science,3.99,,8.0,3,63.0,95.0,71,No,15338.29
504,Female,27,Data Science,3.99,,8.0,3,63.0,95.0,71,No,15338.29
505,Male,21,Business,3.91,,4.0,4,76.0,63.0,48,No,15994.41
506,Male,21,Data Science,2.2,2.0,6.0,1,60.0,,99,Yes,6266.03
506,Male,21,Data Science,2.2,2.0,6.0,1,60.0,,99,Yes,6266.03
507,Female,24,Arts,3.82,2.0,6.0,1,73.0,,62,Yes,13350.6
507,Female,24,Arts,3.82,2.0,6.0,1,73.0,,62,Yes,13350.6
508,Female,23,Engineering,3.98,,6.0,5,85.0,,52,Yes,
509,Female,29,Computer Science,3.91,3.0,5.0,3,,76.0,44,Yes,11449.79
510,Female,22,Business,2.77,4.0,,5,98.0,45.0,53,No,13524.36
511,Female,26,Engineering,3.19,1.0,8.0,3,,96.0,92,Yes,
512,Female,27,Data Science,2.21,,,3,62.0,,84,Yes,
513,Male,24,Business,3.37,3.0,,3,97.0,55.0,89,Yes,17255.37
514,Male,22,Business,2.43,4.0,5.0,1,59.0,71.0,63,No,6564.42
515,Female,28,Computer Science,2.29,0.0,4.0,2,45.0,,41,Yes,15091.93
516,Male,26,Computer Science,2.58,,8.0,3,47.0,80.0,42,Yes,13804.98
517,Female,18,Business,2.83,3.0,8.0,0,78.0,,87,Yes,4277.89
518,Female,29,Business,2.68,3.0,,3,99.0,47.0,81,No,14296.2
519,Male,24,Data Science,3.17,3.0,9.0,1,54.0,43.0,52,No,10752.89
520,Female,28,Data Science,2.13,4.0,8.0,3,86.0,71.0,87,Yes,6092.97
521,Male,22,Arts,2.52,3.0,4.0,2,47.0,99.0,54,Yes,10264.23
522,Female,27,Business,2.81,,3.0,1,91.0,90.0,92,No,5153.47
523,Male,18,Data Science,3.14,,3.0,4,,,72,Yes,19108.06
524,Male,29,Computer Science,2.88,1.0,7.0,5,,47.0,46,Yes,19567.53
525,Female,28,Arts,2.9,,8.0,1,86.0,68.0,82,Yes,10241.07
526,Female,18,Engineering,2.88,1.0,1.0,5,65.0,51.0,92,Yes,6569.08
527,Female,23,Arts,3.63,1.0,2.0,0,54.0,59.0,54,No,
528,Male,26,Computer Science,2.39,,,4,40.0,,50,No,
529,Male,18,Business,3.79,0.0,,0,,75.0,70,No,
530,Female,26,Engineering,2.68,2.0,2.0,4,93.0,47.0,42,No,9808.5
531,Female,19,Arts,3.83,0.0,,0,86.0,80.0,50,Yes,15166.75
532,Female,24,Data Science,2.29,,,2,71.0,95.0,42,Yes,13409.9
533,Male,29,Business,3.6,1.0,5.0,4,64.0,61.0,65,No,19852.1
534,Male,22,Business,2.08,2.0,,4,,76.0,54,Yes,17278.68
535,Female,25,Arts,3.85,1.0,,4,77.0,99.0,69,Yes,19569.56
536,Female,20,Engineering,3.94,,8.0,0,95.0,96.0,74,Yes,16141.42
537,Female,29,Engineering,2.1,,6.0,5,77.0,62.0,69,Yes,10183.06
538,Female,23,Data Science,3.61,0.0,1.0,5,,,40,Yes,
539,Female,22,Computer Science,2.3,2.0,3.0,4,81.0,58.0,94,No,9842.24
539,Female,22,Computer Science,2.3,2.0,3.0,4,81.0,58.0,94,No,9842.24
540,Male,24,Computer Science,3.35,,4.0,5,,44.0,97,No,4707.38
541,Female,21,Data Science,3.82,,8.0,4,50.0,65.0,63,Yes,6762.64
542,Male,18,Engineering,3.81,,7.0,5,68.0,,92,Yes,19639.13
543,Male,22,Data Science,2.43,4.0,9.0,0,,90.0,50,Yes,
544,Male,27,Arts,2.21,4.0,8.0,2,62.0,96.0,47,No,9719.27
545,Female,27,Business,3.31,1.0,,1,51.0,,80,Yes,
546,Male,18,Arts,3.35,4.0,4.0,4,45.0,48.0,48,Yes,11557.62
547,Female,20,Arts,2.65,2.0,,0,46.0,72.0,71,Yes,14121.73
548,Female,25,Engineering,3.97,2.0,9.0,3,,70.0,78,No,17844.04
549,Female,24,Business,2.32,4.0,,2,99.0,41.0,88,Yes,4828.87
550,Male,18,Computer Science,2.38,0.0,9.0,4,54.0,,92,No,11110.89
551,Male,21,Engineering,2.89,0.0,,4,79.0,,90,Yes,8497.93
551,Male,21,Engineering,2.89,0.0,,4,79.0,,90,Yes,8497.93
552,Male,24,Engineering,3.17,2.0,8.0,5,74.0,55.0,54,Yes,13777.61
552,Male,24,Engineering,3.17,2.0,8.0,5,74.0,55.0,54,Yes,13777.61
553,Female,22,Arts,3.69,1.0,6.0,4,55.0,54.0,42,No,
554,Male,19,Business,3.88,0.0,6.0,3,76.0,54.0,51,Yes,8807.72
555,Female,23,Arts,2.04,2.0,1.0,3,48.0,97.0,55,Yes,6442.3
556,Female,21,Arts,3.79,4.0,1.0,5,97.0,,43,Yes,
557,Male,26,Business,2.67,4.0,,4,51.0,85.0,79,Yes,15635.64
558,Female,27,Engineering,2.22,1.0,,5,76.0,67.0,76,Yes,
559,Male,29,Computer Science,2.65,3.0,9.0,2,53.0,95.0,70,Yes,
559,Male,29,Computer Science,2.65,3.0,9.0,2,53.0,95.0,70,Yes,
560,Male,18,Engineering,3.79,2.0,2.0,1,63.0,43.0,76,No,14440.86
561,Male,26,Engineering,2.67,4.0,8.0,3,88.0,,98,No,13642.2
561,Male,26,Engineering,2.67,4.0,8.0,3,88.0,,98,No,13642.2
562,Male,28,Engineering,2.67,,,4,45.0,56.0,46,Yes,9946.62
563,Male,27,Business,3.23,,8.0,0,57.0,63.0,95,Yes,13858.72
564,Male,25,Engineering,3.34,1.0,7.0,4,59.0,86.0,81,Yes,4997.48
565,Female,29,Business,3.05,0.0,3.0,4,68.0,96.0,58,No,12694.04
566,Female,20,Business,3.97,3.0,3.0,2,95.0,41.0,52,No,12873.67
566,Female,20,Business,3.97,3.0,3.0,2,95.0,41.0,52,No,12873.67
567,Male,22,Computer Science,3.92,3.0,,1,,,90,No,11421.06
568,Female,28,Arts,3.61,,7.0,5,73.0,92.0,90,Yes,16657.35
569,Female,18,Business,3.54,0.0,1.0,3,51.0,57.0,45,Yes,9281.36
570,Female,26,Computer Science,2.3,,8.0,0,41.0,42.0,61,Yes,8473.7
571,Female,21,Arts,2.18,0.0,7.0,2,51.0,87.0,99,No,4808.08
572,Female,20,Business,3.94,,7.0,2,58.0,88.0,71,Yes,8402.3
572,Female,20,Business,3.94,,7.0,2,58.0,88.0,71,Yes,8402.3
573,Male,21,Data Science,2.16,1.0,8.0,5,,42.0,98,No,9199.09
574,Male,24,Arts,3.61,,1.0,5,,41.0,73,Yes,4498.52
575,Female,20,Arts,2.1,0.0,2.0,2,66.0,88.0,65,Yes,15543.74
576,Male,29,Engineering,2.36,2.0,,2,87.0,,90,Yes,
577,Male,26,Arts,2.84,1.0,4.0,2,59.0,60.0,56,No,18411.37
578,Female,23,Data Science,3.94,4.0,3.0,5,74.0,,97,Yes,4753.81
579,Female,22,Computer Science,2.85,3.0,5.0,5,57.0,46.0,89,Yes,6991.14
580,Male,22,Engineering,2.28,1.0,2.0,5,78.0,63.0,49,Yes,5912.84
581,Male,18,Computer Science,2.35,1.0,7.0,5,56.0,,82,Yes,13851.21
582,Female,29,Business,3.33,1.0,7.0,2,95.0,43.0,75,No,
583,Female,18,Arts,3.95,4.0,7.0,1,64.0,85.0,65,No,17178.33
584,Female,21,Computer Science,2.12,3.0,,1,,41.0,52,Yes,4162.87
585,Female,29,Engineering,3.75,3.0,1.0,0,63.0,81.0,69,Yes,4892.69
586,Female,26,Computer Science,3.05,4.0,7.0,2,65.0,,53,Yes,12116.9
587,Male,29,Computer Science,2.34,1.0,2.0,3,83.0,,50,No,16257.87
588,Male,23,Computer Science,3.15,3.0,9.0,2,,94.0,57,No,15110.23
589,Male,22,Business,3.4,4.0,,0,,61.0,61,Yes,11673.43
590,Female,29,Engineering,3.22,3.0,7.0,5,46.0,86.0,62,No,3436.01
591,Female,29,Business,3.85,1.0,1.0,0,56.0,74.0,76,Yes,19761.43
591,Female,29,Business,3.85,1.0,1.0,0,56.0,74.0,76,Yes,19761.43
592,Female,19,Engineering,3.28,4.0,1.0,0,91.0,81.0,94,Yes,15934.35
593,Female,22,Arts,2.84,4.0,1.0,0,67.0,52.0,46,Yes,
594,Female,20,Data Science,2.59,4.0,3.0,5,,59.0,41,Yes,15098.55
595,Female,19,Business,2.78,2.0,7.0,3,80.0,53.0,64,No,
596,Female,22,Business,2.52,3.0,9.0,4,59.0,45.0,78,No,
597,Male,19,Data Science,2.86,,9.0,1,73.0,81.0,63,Yes,8607.62
598,Male,28,Data Science,2.71,0.0,5.0,0,77.0,96.0,82,No,16772.72
599,Male,26,Engineering,2.97,3.0,4.0,3,50.0,,60,No,4159.32
599,Male,26,Engineering,2.97,3.0,4.0,3,50.0,,60,No,4159.32
600,Female,19,Engineering,2.13,4.0,6.0,1,69.0,,90,No,11214.65
